Total,Answered,Expired,%Expired,MRT,MRT1,MRT2,MRT3,MRT4,#Runs
52,25,27,51.92,11.44,11.16,10.52,13.73,4.77,50
48,33,15,31.25,10.55,9.6,10.8,12.86,8.72,50
40,28,12,30.0,8.8,8.32,9.0,9.05,8.82,50
41,39,2,4.88,8.88,8.34,8.56,7.52,13.4,50
42,27,15,35.71,11.44,9.75,13.96,11.15,11.92,50
42,23,19,45.24,11.97,11.79,9.61,12.98,30.84,50
49,39,10,20.41,10.28,8.62,9.61,11.22,15.29,50
43,22,21,48.84,10.11,5.92,12.76,13.41,9.66,50
39,33,6,15.38,10.34,9.53,10.49,10.9,10.29,50
45,31,14,31.11,9.89,9.35,9.56,10.69,11.35,50
39,29,10,25.64,12.26,9.08,14.08,13.34,11.01,50
45,29,16,35.56,9.95,8.03,11.65,9.12,11.22,50
32,22,10,31.25,11.35,10.09,13.14,10.28,14.41,50
48,36,12,25.0,9.68,6.94,11.2,9.99,10.78,50
37,34,3,8.11,10.17,8.01,10.63,9.56,13.75,50
42,27,15,35.71,9.85,6.83,10.55,12.2,9.38,50
35,27,8,22.86,12.54,12.92,12.93,10.23,12.08,50
45,33,12,26.67,10.24,7.09,13.05,9.38,10.38,50
38,33,5,13.16,10.06,7.51,11.69,11.43,10.25,50
36,24,12,33.33,10.63,10.89,12.24,8.67,10.08,50
36,23,13,36.11,10.83,5.91,12.71,13.26,10.78,50
30,25,5,16.67,9.52,7.17,7.17,11.37,13.47,50
30,13,17,56.67,10.03,8.4,13.37,10.11,11.1,50
36,26,10,27.78,10.48,8.17,10.41,16.01,10.7,50
47,28,19,40.43,11.43,9.64,11.66,12.55,13.78,50
33,26,7,21.21,10.91,10.08,10.97,10.73,15.45,50
43,24,19,44.19,11.44,9.58,11.52,14.21,5.44,50
38,30,8,21.05,10.47,8.14,10.14,12.55,17.97,50
41,29,12,29.27,10.68,10.07,11.52,10.9,10.85,50
44,32,12,27.27,12.63,13.0,12.62,14.35,8.69,50
36,27,9,25.0,10.39,11.19,9.53,11.68,7.37,50
41,33,8,19.51,11.15,9.86,14.74,11.57,11.33,50
37,32,5,13.51,10.4,11.22,9.72,10.58,10.25,50
41,35,6,14.63,10.99,7.75,10.9,11.43,15.12,50
44,34,10,22.73,10.4,7.39,11.04,12.91,10.61,50
37,36,1,2.7,9.35,7.33,11.02,10.4,8.81,50
47,31,16,34.04,10.13,8.75,11.14,10.08,11.61,50
33,26,7,21.21,9.35,9.4,7.96,11.44,9.14,50
46,37,9,19.57,10.5,10.25,11.9,10.08,8.71,50
39,24,15,38.46,9.02,6.32,9.46,9.18,13.09,50
43,27,16,37.21,10.13,8.43,11.23,11.17,10.78,50
34,24,10,29.41,9.97,9.21,12.44,8.94,10.53,50
35,25,10,28.57,12.07,13.63,14.05,10.41,9.74,50
36,29,7,19.44,9.47,6.83,12.44,11.06,9.8,50
42,29,13,30.95,10.06,9.1,11.72,10.34,7.43,50
40,26,14,35.0,10.87,9.87,11.96,12.46,9.75,50
40,27,13,32.5,11.98,11.27,11.37,13.23,14.65,50
40,25,15,37.5,11.8,11.01,12.37,15.1,3.86,50
45,24,21,46.67,9.87,9.17,9.34,10.52,12.83,50
36,27,9,25.0,9.56,9.17,9.39,9.66,10.38,50
47,36,11,23.4,9.65,8.35,12.43,10.28,9.51,50
44,25,19,43.18,9.44,8.28,10.28,12.86,7.17,50
33,31,2,6.06,9.29,8.01,10.12,7.18,11.97,50
33,23,10,30.3,10.98,9.31,10.98,11.02,12.35,50
30,29,1,3.33,9.48,6.78,10.09,10.12,11.38,50
37,32,5,13.51,8.74,7.95,8.25,9.18,10.14,50
36,15,21,58.33,10.59,14.28,10.69,9.0,8.51,50
44,28,16,36.36,10.11,7.72,12.32,12.14,13.43,50
47,21,26,55.32,9.51,6.85,9.67,13.01,8.43,50
41,22,19,46.34,10.48,9.83,9.92,12.15,9.85,50
43,34,9,20.93,10.33,8.36,10.8,11.96,13.54,50
42,33,9,21.43,9.76,10.24,8.44,11.48,11.86,50
39,29,10,25.64,10.14,7.61,9.69,12.05,10.69,50
44,33,11,25.0,10.28,9.49,10.3,11.25,11.81,50
27,14,13,48.15,9.51,8.82,7.99,8.71,11.67,50
38,22,16,42.11,9.06,9.19,9.37,6.98,0,50
38,32,6,15.79,9.39,8.26,10.17,10.99,8.44,50
30,25,5,16.67,9.94,8.93,11.55,9.82,9.24,50
34,28,6,17.65,10.2,9.05,8.0,12.83,11.23,50
41,27,14,34.15,10.26,8.61,9.25,12.01,12.41,50
33,20,13,39.39,10.24,11.7,8.95,12.79,8.21,50
31,30,1,3.23,9.9,7.89,10.59,11.24,10.2,50
41,30,11,26.83,10.34,8.56,8.92,12.88,9.47,50
50,37,13,26.0,9.83,7.96,10.87,9.05,13.76,50
40,30,10,25.0,11.49,9.62,13.68,14.97,8.41,50
36,31,5,13.89,8.61,7.62,8.74,8.41,9.95,50
43,29,14,32.56,12.5,10.78,14.57,15.4,10.96,50
40,29,11,27.5,11.87,9.31,14.97,15.5,14.31,50
37,25,12,32.43,9.58,8.82,10.0,9.73,12.99,50
37,32,5,13.51,10.05,9.55,10.54,9.0,13.1,50
33,24,9,27.27,11.37,6.88,13.52,12.35,13.85,50
40,29,11,27.5,9.66,9.67,8.16,11.67,9.63,50
49,33,16,32.65,9.54,8.01,10.23,9.72,13.45,50
37,29,8,21.62,10.61,11.34,7.67,10.36,12.45,50
42,32,10,23.81,10.57,7.52,12.21,15.0,11.78,50
41,23,18,43.9,10.63,9.35,12.23,13.05,9.44,50
43,32,11,25.58,9.92,8.68,7.59,15.74,17.44,50
52,42,10,19.23,11.84,11.42,13.15,11.81,9.5,50
36,31,5,13.89,10.59,10.05,10.88,11.93,9.09,50
45,31,14,31.11,10.21,8.4,11.67,13.4,9.65,50
40,19,21,52.5,11.04,11.99,10.62,13.55,9.36,50
39,30,9,23.08,10.8,6.47,11.2,12.78,12.21,50
45,29,16,35.56,10.52,9.26,9.79,13.61,10.66,50
39,25,14,35.9,9.83,7.93,9.71,12.84,6.49,50
41,31,10,24.39,11.23,10.61,13.89,11.65,10.34,50
42,33,9,21.43,11.7,11.92,10.18,12.89,11.64,50
41,36,5,12.2,10.61,8.36,11.51,14.06,12.26,50
33,25,8,24.24,8.8,8.42,7.83,9.44,10.93,50
45,38,7,15.56,11.36,11.76,11.12,11.85,10.07,50
41,27,14,34.15,11.32,8.15,12.97,12.53,13.57,50
37,31,6,16.22,9.33,7.13,9.3,13.14,8.21,50
43,30,13,30.23,11.73,10.31,10.91,13.73,0,50
39,22,17,43.59,9.74,10.04,6.98,12.5,11.89,50
36,26,10,27.78,13.94,8.46,15.37,16.35,14.06,50
40,32,8,20.0,12.06,9.07,14.58,12.48,11.96,50
35,34,1,2.86,10.24,8.51,9.6,12.54,13.83,50
35,30,5,14.29,9.56,10.22,7.35,9.98,11.88,50
41,24,17,41.46,10.39,9.22,9.05,14.84,10.1,50
33,27,6,18.18,10.1,8.06,12.56,13.22,6.99,50
37,30,7,18.92,10.45,9.72,8.84,12.78,10.3,50
41,26,15,36.59,10.72,11.62,9.52,10.93,10.11,50
45,20,25,55.56,10.74,10.71,12.81,9.41,9.2,50
43,40,3,6.98,9.51,8.27,9.6,10.7,11.76,50
41,39,2,4.88,8.95,8.99,7.6,9.04,12.16,50
42,23,19,45.24,11.89,10.67,13.88,11.56,10.03,50
41,34,7,17.07,10.02,9.14,10.37,9.6,12.96,50
34,20,14,41.18,10.68,6.96,12.3,14.54,13.01,50
40,31,9,22.5,9.72,8.49,10.58,9.94,12.48,50
47,37,10,21.28,10.42,8.58,10.16,13.88,12.17,50
36,29,7,19.44,10.82,9.45,9.11,13.82,11.79,50
32,25,7,21.88,7.67,5.7,7.95,8.86,8.78,50
39,21,18,46.15,12.03,8.85,15.12,12.81,10.2,50
40,21,19,47.5,10.37,7.2,12.95,16.07,9.98,50
38,29,9,23.68,11.48,10.59,12.87,11.35,12.32,50
38,26,12,31.58,8.88,8.62,8.47,10.12,6.59,50
40,28,12,30.0,11.63,9.08,15.49,12.16,12.56,50
54,35,19,35.19,11.21,8.77,12.12,12.84,14.68,50
32,31,1,3.12,9.75,9.99,10.68,9.42,8.61,50
33,31,2,6.06,8.89,7.27,8.55,10.58,12.42,50
47,25,22,46.81,11.28,7.43,13.44,14.94,0,50
32,30,2,6.25,8.41,7.32,9.39,9.16,10.93,50
37,28,9,24.32,10.21,9.51,9.99,10.83,13.03,50
48,38,10,20.83,10.39,7.33,10.85,11.87,11.54,50
39,30,9,23.08,10.75,10.5,10.56,11.12,0,50
36,27,9,25.0,10.32,8.44,10.09,9.18,15.53,50
45,35,10,22.22,9.26,10.51,8.05,10.85,7.28,50
41,24,17,41.46,10.28,10.46,7.8,12.28,16.72,50
30,23,7,23.33,12.02,12.81,8.03,11.13,13.39,50
45,31,14,31.11,11.76,10.81,11.29,14.89,10.13,50
38,22,16,42.11,11.47,10.21,11.8,11.37,17.79,50
42,36,6,14.29,10.99,10.65,11.49,11.41,10.82,50
37,26,11,29.73,9.52,7.89,10.72,13.22,3.66,50
44,25,19,43.18,9.74,8.36,10.45,9.6,9.81,50
36,32,4,11.11,11.39,10.8,12.2,12.22,10.52,50
40,28,12,30.0,10.39,7.38,11.51,11.48,11.05,50
41,29,12,29.27,10.41,7.72,11.9,9.73,11.4,50
35,28,7,20.0,9.33,7.17,11.54,9.84,15.25,50
50,29,21,42.0,10.02,8.41,11.41,10.13,16.38,50
39,34,5,12.82,10.5,9.57,12.09,10.29,11.34,50
41,31,10,24.39,9.91,8.03,11.06,11.42,11.28,50
36,28,8,22.22,9.24,9.15,9.03,9.7,8.94,50
44,34,10,22.73,12.25,12.46,12.94,11.65,10.52,50
38,20,18,47.37,11.62,8.57,10.56,15.07,11.57,50
37,25,12,32.43,10.06,6.7,11.3,12.8,11.75,50
41,21,20,48.78,10.56,9.41,10.86,12.45,0,50
47,33,14,29.79,11.76,10.65,10.56,15.41,12.42,50
35,28,7,20.0,10.42,8.68,10.83,8.04,13.79,50
40,31,9,22.5,9.56,8.03,9.7,9.27,13.53,50
40,32,8,20.0,9.94,9.22,10.81,9.38,11.93,50
46,28,18,39.13,10.48,9.31,10.13,11.99,11.4,50
37,28,9,24.32,10.22,7.86,12.4,11.49,11.25,50
33,22,11,33.33,11.65,7.11,14.76,14.98,10.0,50
36,26,10,27.78,10.79,10.21,11.51,11.73,10.16,50
35,26,9,25.71,12.92,10.49,15.85,12.93,13.36,50
36,28,8,22.22,11.11,9.02,12.8,11.19,12.45,50
31,26,5,16.13,10.53,7.92,11.07,12.94,13.33,50
43,25,18,41.86,9.65,8.48,8.22,9.98,13.76,50
42,28,14,33.33,11.93,10.34,12.73,16.34,9.79,50
38,26,12,31.58,9.28,8.89,8.03,11.83,10.49,50
36,22,14,38.89,11.61,9.69,12.46,12.16,13.82,50
44,34,10,22.73,11.81,9.73,13.81,11.94,12.85,50
44,29,15,34.09,9.53,8.71,9.55,9.08,12.75,50
38,33,5,13.16,9.83,8.03,8.93,13.24,10.13,50
45,26,19,42.22,11.9,7.03,15.58,14.56,13.07,50
41,32,9,21.95,10.97,10.13,11.11,9.85,13.45,50
38,27,11,28.95,9.76,10.74,9.29,9.31,8.76,50
38,28,10,26.32,10.63,8.67,11.12,14.0,12.94,50
38,33,5,13.16,11.88,10.4,10.76,14.51,13.84,50
39,27,12,30.77,9.5,9.18,9.61,10.31,7.15,50
47,33,14,29.79,10.17,9.74,9.76,10.86,13.9,50
44,37,7,15.91,10.03,9.19,7.9,12.2,11.36,50
37,27,10,27.03,11.63,8.22,16.3,12.05,8.26,50
33,27,6,18.18,9.92,8.81,8.02,11.43,12.39,50
43,25,18,41.86,11.89,10.15,15.5,14.67,11.3,50
39,32,7,17.95,9.28,7.82,11.09,9.65,9.51,50
45,29,16,35.56,10.54,11.0,10.82,10.81,7.46,50
45,22,23,51.11,10.69,6.99,13.25,11.14,13.25,50
40,28,12,30.0,11.9,9.53,14.99,14.51,9.09,50
41,17,24,58.54,9.32,7.77,12.25,7.62,0,50
41,29,12,29.27,10.8,10.51,10.57,14.33,9.26,50
35,20,15,42.86,10.58,8.28,10.64,11.66,15.06,50
45,31,14,31.11,11.95,9.68,12.51,11.31,16.71,50
40,31,9,22.5,11.26,7.66,12.79,12.88,12.46,50
36,31,5,13.89,13.21,11.99,13.02,14.37,14.75,50
38,25,13,34.21,11.42,9.62,11.15,12.9,12.83,50
40,30,10,25.0,9.56,8.61,8.68,11.31,10.52,50
38,23,15,39.47,10.54,8.08,12.89,11.56,14.32,50
41,24,17,41.46,10.59,9.96,10.91,11.52,10.69,50
41,26,15,36.59,10.53,9.33,13.59,10.07,11.3,50
45,37,8,17.78,11.17,9.92,10.87,13.18,13.52,50
39,35,4,10.26,8.44,9.15,7.61,7.25,9.08,50
45,36,9,20.0,10.54,9.07,11.54,11.63,0,50
47,30,17,36.17,11.8,11.42,12.06,13.95,9.44,50
43,36,7,16.28,10.11,9.0,11.31,11.5,9.22,50
40,30,10,25.0,9.77,10.03,9.41,9.9,9.5,50
42,23,19,45.24,10.92,11.55,11.02,10.25,6.32,50
45,29,16,35.56,9.98,10.07,9.17,11.77,8.66,50
40,24,16,40.0,9.72,7.53,9.87,9.35,12.45,50
41,33,8,19.51,10.69,8.31,10.77,11.98,12.34,50
38,31,7,18.42,11.76,10.5,13.98,12.26,11.25,50
30,26,4,13.33,10.22,8.47,12.79,13.85,5.56,50
46,33,13,28.26,9.21,7.43,9.53,12.69,9.8,50
37,30,7,18.92,10.03,8.64,10.64,15.64,7.58,50
48,33,15,31.25,10.42,8.9,11.28,12.74,9.94,50
36,30,6,16.67,8.55,8.3,7.65,10.2,8.47,50
30,29,1,3.33,9.01,7.3,9.83,11.86,8.55,50
33,30,3,9.09,8.86,8.24,10.1,6.4,9.82,50
38,28,10,26.32,9.42,7.43,9.78,10.7,9.8,50
46,46,0,0.0,10.01,9.37,8.87,11.48,11.9,50
39,36,3,7.69,9.97,8.37,9.93,10.48,11.1,50
41,29,12,29.27,10.88,9.07,11.15,12.45,12.84,50
38,29,9,23.68,10.01,6.6,9.2,14.67,12.01,50
40,30,10,25.0,10.85,8.23,11.41,12.78,8.9,50
37,24,13,35.14,8.68,6.49,8.52,10.31,12.39,50
35,28,7,20.0,9.27,7.45,11.54,8.55,15.18,50
47,31,16,34.04,11.71,7.74,15.84,16.28,13.68,50
38,30,8,21.05,9.36,8.46,11.54,7.82,8.54,50
43,32,11,25.58,8.91,9.27,6.82,12.06,9.11,50
39,33,6,15.38,9.43,7.46,9.25,11.28,13.08,50
39,29,10,25.64,10.3,6.63,12.91,10.39,12.86,50
40,21,19,47.5,11.22,8.76,12.14,13.57,11.12,50
32,28,4,12.5,10.43,8.55,11.19,11.21,17.68,50
38,29,9,23.68,10.89,10.37,8.31,12.03,11.68,50
50,35,15,30.0,11.0,8.99,11.54,13.56,11.28,50
44,34,10,22.73,10.13,9.47,10.76,9.77,10.7,50
39,31,8,20.51,9.91,8.32,11.11,9.39,12.42,50
34,23,11,32.35,10.95,10.59,10.68,11.87,11.29,50
38,25,13,34.21,10.66,10.89,11.08,11.66,9.23,50
46,26,20,43.48,9.25,8.13,8.03,11.98,12.91,50
42,25,17,40.48,10.3,9.21,10.87,10.1,13.23,50
46,31,15,32.61,12.71,13.61,12.17,12.19,12.66,50
43,31,12,27.91,8.59,7.45,7.12,11.39,8.55,50
42,26,16,38.1,11.42,12.0,8.8,12.79,10.74,50
40,30,10,25.0,11.66,8.57,10.78,15.03,11.5,50
38,17,21,55.26,8.74,9.49,8.29,7.23,8.52,50
41,20,21,51.22,10.46,7.85,16.28,9.24,12.34,50
37,27,10,27.03,9.72,9.46,8.48,10.33,11.74,50
35,28,7,20.0,10.34,8.89,11.1,12.18,9.4,50
41,35,6,14.63,9.13,9.72,8.67,9.36,8.18,50
45,29,16,35.56,10.44,10.75,9.57,9.46,20.12,50
43,28,15,34.88,9.87,8.68,9.16,11.03,11.88,50
34,24,10,29.41,10.5,9.06,10.89,12.07,9.93,50
53,33,20,37.74,11.88,11.63,8.04,17.35,9.97,50
40,30,10,25.0,9.94,8.23,8.75,14.29,9.28,50
37,32,5,13.51,10.19,10.14,10.15,7.84,12.04,50
34,24,10,29.41,10.38,9.12,9.22,12.15,11.84,50
41,27,14,34.15,10.38,9.56,10.27,9.85,12.8,50
45,27,18,40.0,10.14,8.1,11.65,11.01,8.2,50
43,25,18,41.86,10.66,8.49,14.49,10.69,14.26,50
39,30,9,23.08,10.66,9.66,10.86,11.01,11.83,50
41,34,7,17.07,9.27,8.02,9.56,10.13,11.26,50
45,37,8,17.78,10.47,8.61,11.2,11.02,12.2,50
33,29,4,12.12,10.32,8.8,9.09,15.66,10.34,50
43,24,19,44.19,10.35,8.18,8.27,16.89,13.81,50
46,36,10,21.74,9.24,7.65,9.34,12.21,8.79,50
37,30,7,18.92,8.87,8.93,8.22,10.9,6.79,50
44,31,13,29.55,10.62,11.06,10.95,8.46,11.21,50
41,25,16,39.02,10.27,9.59,10.72,10.14,10.75,50
28,21,7,25.0,12.13,13.46,11.34,11.28,17.78,50
35,27,8,22.86,10.07,6.46,10.22,14.55,12.19,50
41,30,11,26.83,10.19,9.04,10.07,11.18,13.5,50
41,27,14,34.15,11.0,7.95,11.18,15.14,10.32,50
33,20,13,39.39,9.76,8.43,9.89,11.66,9.34,50
40,30,10,25.0,11.03,11.01,14.87,8.53,11.39,50
37,31,6,16.22,9.06,8.36,10.0,9.77,8.58,50
33,31,2,6.06,9.36,8.4,10.25,9.67,7.72,50
36,31,5,13.89,9.9,9.3,9.47,10.96,11.24,50
43,33,10,23.26,10.34,7.08,11.03,14.61,9.23,50
38,23,15,39.47,10.31,11.44,9.41,9.59,10.68,50
38,35,3,7.89,10.47,9.73,11.79,9.21,13.38,50
43,29,14,32.56,12.01,9.25,12.13,15.78,12.8,50
34,27,7,20.59,10.38,9.8,10.64,11.54,8.7,50
41,32,9,21.95,9.44,6.12,11.06,12.9,11.31,50
47,34,13,27.66,10.13,9.1,10.68,11.22,9.65,50
39,30,9,23.08,11.15,9.55,12.16,14.47,9.52,50
37,18,19,51.35,9.9,9.02,10.49,10.38,10.02,50
48,31,17,35.42,10.31,8.21,9.72,14.64,12.3,50
28,22,6,21.43,9.61,9.62,8.16,11.04,8.63,50
48,29,19,39.58,9.29,9.09,10.33,8.02,8.68,50
41,28,13,31.71,9.43,7.5,11.76,10.1,9.81,50
38,28,10,26.32,10.03,9.0,11.38,12.37,7.44,50
39,24,15,38.46,9.16,8.67,9.02,8.49,11.94,50
35,26,9,25.71,8.88,7.57,10.03,8.69,10.6,50
39,31,8,20.51,11.8,9.46,13.29,10.28,15.49,50
40,27,13,32.5,12.12,9.65,16.71,11.54,11.23,50
37,24,13,35.14,10.07,9.04,11.01,8.97,10.9,50
33,25,8,24.24,8.97,7.25,8.13,10.5,11.08,50
36,29,7,19.44,9.17,7.37,11.15,8.11,10.46,50
